26	66	54120	PC	PC
26	66	54140	PC	PC
24	25	54160	PC	PC
100	37	54160	PC	PC
37	57	54180	PC	PC*
26	57	54180	PC	PC*
26	66	54180	PC	PC
100	66	54180	PC	PC
66	57	54180	PC	PC*
37	57	54200	PC	PC*
100	66	54200	PC	PC
66	37	54200	PC	PC
66	57	54200	PC	PC*
24	47	54200	PC	PSI*
24	25	54220	PC	PC
100	66	54220	PC	PC
66	37	54220	PC	PC
24	25	54240	PC	PC
66	33	54240	PC	PC*
26	66	54240	PC	PC
100	66	54240	PC	PC
66	33	54260	PC	PC*
100	66	54260	PC	PC
24	25	54280	PC	PC
100	66	54280	PC	PC
24	25	54300	PC	PC
25	57	54300	PC	PC*
24	57	54300	PC	PC*
100	66	54300	PC	PC
24	25	54320	PC	PC
25	57	54320	PC	PC*
24	25	54340	PC	PC
66	33	54340	PC	PC*
100	33	54340	PC	PC*
66	37	54340	PC	PC
37	33	54340	PC	PC*
100	33	54360	PC	PC*
100	66	54360	PC	PC
37	33	54360	PC	PC*
100	33	54380	PC	PC*
100	66	54380	PC	PC
37	33	54380	PC	PC*
100	37	54400	PC	PC
66	33	54400	PC	PC*
100	33	54400	PC	PC*
100	66	54400	PC	PC
66	37	54400	PC	PC
37	33	54400	PC	PC*
66	37	54420	PC	PC
100	66	54440	PC	PC
66	37	54460	PC	PC
44	47	54460	PC*	PSI*
26	66	54480	PC	PC
100	66	54480	PC	PC
66	37	54480	PC	PC
100	37	54500	PC	PC
26	66	54500	PC	PC
100	66	54500	PC	PC
66	37	54500	PC	PC
26	37	54500	PC	PC
100	37	54520	PC	PC
35	47	54520	PSI*	PSI*
100	66	54520	PC	PC
66	37	54520	PC	PC
100	37	54540	PC	PC
106	45	54540	PC	PC*
94	30	54540	PC*	PC*
100	66	54540	PC	PC
66	37	54540	PC	PC
106	45	54560	PC	PC*
106	66	54560	PC	PC
100	66	54560	PC	PC
66	37	54560	PC	PC
21	84	54580	PSI*	PSI*
57	4	54580	PC*	PC*
66	45	54580	PC	PC*
106	66	54580	PC	PC
106	100	54580	PC	PC
100	66	54580	PC	PC
66	37	54580	PC	PC
106	45	54600	PC	PC*
66	33	54600	PC	PC*
106	37	54600	PC	PC
100	45	54600	PC	PC*
106	66	54600	PC	PC
113	119	54600	PC*	PC*
106	100	54600	PC	PC
100	66	54600	PC	PC
106	45	54620	PC	PC*
66	45	54620	PC	PC*
94	109	54620	PC*	PC*
41	10	54620	PSI*	PSI*
100	45	54620	PC	PC*
26	33	54620	PC	PC*
106	100	54620	PC	PC
28	100	54620	PC	PC
100	66	54620	PC	PC
37	33	54620	PC	PC*
26	37	54620	PC	PC
13	47	54640	PSI*	PSI*
106	45	54640	PC	PC*
86	89	54640	PSI*	PSI*
90	44	54640	PC*	PC*
94	109	54640	PC*	PC*
41	10	54640	PSI*	PSI*
100	45	54640	PC	PC*
106	66	54640	PC	PC
28	45	54640	PC	PC*
106	100	54640	PC	PC
28	100	54640	PC	PC
100	66	54640	PC	PC
37	33	54640	PC	PC*
13	47	54660	PSI*	PSI*
106	45	54660	PC	PC*
86	89	54660	PSI*	PSI*
90	44	54660	PC*	PC*
66	33	54660	PC	PC*
41	10	54660	PSI*	PSI*
100	45	54660	PC	PC*
106	66	54660	PC	PC
28	45	54660	PC	PC*
26	33	54660	PC	PC*
106	100	54660	PC	PC
28	100	54660	PC	PC
80	13	54660	PC*	PSI*
100	66	54660	PC	PC
26	37	54660	PC	PC
66	33	54680	PC	PC*
66	45	54680	PC	PC*
94	109	54680	PC*	PC*
30	44	54680	PC*	PC*
28	66	54680	PC	PC
41	10	54680	PSI*	PSI*
106	66	54680	PC	PC
26	33	54680	PC	PC*
106	100	54680	PC	PC
28	100	54680	PC	PC
100	66	54680	PC	PC
23	69	54680	PC	PC*
90	77	54680	PC*	PC*
23	59	54680	PC	PC*
94	44	54680	PC*	PC*
28	33	54700	PC	PC*
66	33	54700	PC	PC*
66	45	54700	PC	PC*
94	109	54700	PC*	PC*
28	66	54700	PC	PC
41	10	54700	PSI*	PSI*
100	45	54700	PC	PC*
106	66	54700	PC	PC
40	13	54700	PC*	PSI*
70	105	54700	PC*	PC*
26	33	54700	PC	PC*
28	100	54700	PC	PC
100	66	54700	PC	PC
90	77	54700	PC*	PC*
24	12	54700	PC	PC*
24	13	54700	PC	PSI*
23	59	54700	PC	PC*
94	44	54700	PC*	PC*
57	4	54720	PC*	PC*
28	104	54720	PC	PC
66	45	54720	PC	PC*
94	109	54720	PC*	PC*
41	10	54720	PSI*	PSI*
100	45	54720	PC	PC*
56	66	54720	PC	PC
106	66	54720	PC	PC
24	40	54720	PC	PC*
40	13	54720	PC*	PSI*
56	106	54720	PC	PC
106	100	54720	PC	PC
28	106	54720	PC	PC
28	100	54720	PC	PC
100	66	54720	PC	PC
12	13	54720	PC*	PSI*
100	104	54720	PC	PC
24	13	54720	PC	PSI*
21	84	54740	PSI*	PSI*
57	4	54740	PC*	PC*
109	3	54740	PC*	PC*
41	10	54740	PSI*	PSI*
40	12	54740	PC*	PC*
56	66	54740	PC	PC
106	66	54740	PC	PC
40	13	54740	PC*	PSI*
56	106	54740	PC	PC
59	69	54740	PC*	PC*
121	114	54740	teacher	PSI*
104	66	54740	PC	PC
93	62	54740	PC*	PC
66	37	54740	PC	PC
12	13	54740	PC*	PSI*
24	12	54740	PC	PC*
56	45	54740	PC	PC*
24	13	54740	PC	PSI*
23	59	54740	PC	PC*
94	44	54740	PC*	PC*
26	37	54740	PC	PC
68	33	54760	PC*	PC*
28	104	54760	PC	PC
28	66	54760	PC	PC
41	13	54760	PSI*	PSI*
56	106	54760	PC	PC
1	32	54760	PC*	PC*
13	5	54760	PSI*	PSI*
13	10	54760	PSI*	PSI*
100	33	54760	PC	PC*
93	62	54760	PC*	PC
66	37	54760	PC	PC
37	33	54760	PC	PC*
104	45	54760	PC	PC*
24	12	54760	PC	PC*
23	59	54760	PC	PC*
57	4	54780	PC*	PC*
28	104	54780	PC	PC
115	42	54780	PSI*	PSI*
66	33	54780	PC	PC*
94	109	54780	PC*	PC*
28	66	54780	PC	PC
41	13	54780	PSI*	PSI*
56	106	54780	PC	PC
104	33	54780	PC	PC*
1	32	54780	PC*	PC*
106	33	54780	PC	PC*
106	104	54780	PC	PC
28	100	54780	PC	PC
104	66	54780	PC	PC
93	62	54780	PC*	PC
100	66	54780	PC	PC
81	33	54780	PC	PC*
100	104	54780	PC	PC
13	38	54780	PSI*	PSI*
40	57	54800	PC*	PC*
54	45	54800	PC*	PC*
28	104	54800	PC	PC
66	33	54800	PC	PC*
94	109	54800	PC*	PC*
28	66	54800	PC	PC
106	66	54800	PC	PC
54	33	54800	PC*	PC*
56	54	54800	PC	PC*
56	106	54800	PC	PC
106	33	54800	PC	PC*
106	104	54800	PC	PC
28	100	54800	PC	PC
46	41	54800	PSI*	PSI*
104	66	54800	PC	PC
100	66	54800	PC	PC
81	33	54800	PC	PC*
100	104	54800	PC	PC
106	54	54800	PC	PC*
81	24	54820	PC	PC
28	104	54820	PC	PC
28	66	54820	PC	PC
56	66	54820	PC	PC
106	66	54820	PC	PC
96	86	54820	PSI*	PSI*
56	106	54820	PC	PC
28	100	54820	PC	PC
60	13	54820	PSI*	PSI*
26	66	54820	PC	PC
40	4	54820	PC*	PC*
104	66	54820	PC	PC
100	66	54820	PC	PC
81	56	54820	PC	PC
81	104	54820	PC	PC
46	38	54820	PSI*	PSI*
100	104	54820	PC	PC
13	38	54820	PSI*	PSI*
81	66	54820	PC	PC
81	106	54820	PC	PC
81	24	54840	PC	PC
28	104	54840	PC	PC
94	109	54840	PC*	PC*
28	66	54840	PC	PC
103	48	54840	PC	PC
106	66	54840	PC	PC
96	86	54840	PSI*	PSI*
56	106	54840	PC	PC
91	96	54840	PSI*	PSI*
28	100	54840	PC	PC
40	4	54840	PC*	PC*
23	104	54840	PC	PC
104	66	54840	PC	PC
46	13	54840	PSI*	PSI*
100	104	54840	PC	PC
13	38	54840	PSI*	PSI*
95	16	54840	PC*	PC*
24	26	54860	PC	PC
28	104	54860	PC	PC
32	44	54860	PC*	PC*
28	66	54860	PC	PC
16	32	54860	PC*	PC*
106	66	54860	PC	PC
56	106	54860	PC	PC
23	66	54860	PC	PC
91	96	54860	PSI*	PSI*
28	100	54860	PC	PC
40	4	54860	PC*	PC*
59	69	54860	PC*	PC*
104	66	54860	PC	PC
1	44	54860	PC*	PC*
23	62	54860	PC	PC
54	45	54880	PC*	PC*
68	33	54880	PC*	PC*
24	26	54880	PC	PC
28	104	54880	PC	PC
28	66	54880	PC	PC
56	66	54880	PC	PC
106	66	54880	PC	PC
81	26	54880	PC	PC
16	69	54880	PC*	PC*
56	106	54880	PC	PC
84	47	54880	PSI*	PSI*
91	96	54880	PSI*	PSI*
32	80	54880	PC*	PC*
28	100	54880	PC	PC
40	4	54880	PC*	PC*
104	66	54880	PC	PC
90	77	54880	PC*	PC*
16	44	54880	PC*	PC*
100	104	54880	PC	PC
34	5	54880	PSI*	PSI*
18	13	54880	PSI*	PSI*
28	104	54900	PC	PC
28	66	54900	PC	PC
41	10	54900	PSI*	PSI*
56	66	54900	PC	PC
33	69	54900	PC*	PC*
81	26	54900	PC	PC
30	33	54900	PC*	PC*
16	69	54900	PC*	PC*
56	106	54900	PC	PC
23	66	54900	PC	PC
84	47	54900	PSI*	PSI*
91	96	54900	PSI*	PSI*
28	100	54900	PC	PC
40	4	54900	PC*	PC*
59	69	54900	PC*	PC*
100	104	54900	PC	PC
18	13	54900	PSI*	PSI*
28	104	54920	PC	PC
26	25	54920	PC	PC
94	109	54920	PC*	PC*
23	58	54920	PC	PC
28	56	54920	PC	PC
28	66	54920	PC	PC
41	10	54920	PSI*	PSI*
30	69	54920	PC*	PC*
