1,1,1020128792
2,1,1033677263
3,1,1037355109
2,1,1037558397
1,1,1037563584
1,1,1038515097
1,1,1038561319
1,1,1038562113
2,1,1046891518
4,1,1061456382
1,1,1061457096
4,1,1071222541
1,1,1071402024
4,1,1071654215
4,1,1078333249
5,1,1101158045
5,1,1101158082
6,1,1107658858
7,1,1107664425
8,1,1119029607
1,1,1120018865
1,1,1120018865
9,1,1128342480
10,1,1141531006
11,1,1159304619
12,1,1176402968
13,1,1194305430
14,1,1205249856
15,1,1222129876
15,1,1222139953
4,1,1222163277
4,1,1227042764
4,1,1227114951
16,1,1329848333
4,1,1360517325
17,17,1038329308
17,17,1038342010
17,17,1038342010
18,17,1144963855
18,17,1144963906
19,17,1201417610
20,17,1272613776
1,1,1038562101
1,1,1038562101
5,1,1160051482
21,1,1399392881
21,1,1399394201
21,1,1399396420
1,2,1039802096
22,2,1047116218
2,2,1047134879
23,2,1054243856
2,2,1057424103
24,2,1059146624
2,2,1064248446
4,2,1064306845
4,2,1069154035
2,2,1069164077
4,2,1070559018
4,2,1070559419
2,2,1070560671
1,2,1071179700
4,2,1071222377
25,2,1088077668
2,2,1088453234
26,2,1091707061
26,2,1091725269
27,2,1096165287
2,2,1096175029
27,2,1096207893
8,2,1104934833
2,2,1104981519
28,2,1105099564
29,2,1106777630
8,2,1119029652
8,2,1119029652
30,2,1128230358
9,2,1128342416
31,2,1139935381
32,2,1139999122
2,2,1140000491
32,2,1140030396
32,2,1142084335
2,2,1142257469
33,2,1148265762
33,2,1148265803
2,2,1157029877
34,2,1164758999
34,2,1164759216
35,2,1164787630
36,2,1164789844
34,2,1168831392
34,2,1168908284
37,2,1170469828
2,2,1170585715
14,2,1205249839
38,2,1209463017
38,2,1209463491
4,2,1227042777
4,2,1227114942
39,2,1243819207
36,2,1268919339
40,2,1273421646
40,2,1273421668
40,2,1273421693
41,2,1299189981
41,2,1299190794
2,2,1299829910
42,2,1313856314
27,2,1315378507
2,2,1315389016
27,2,1315401510
43,2,1345824489
44,2,1352406182
4,2,1360517311
44,2,1362784986
27,2,1382286829
45,2,1388595577
46,2,1390588373
46,2,1390671623
47,2,1406426329
48,2,1408668686
49,2,1421928249
50,2,1426960682
44,2,1427024693
20,2,1427238678
20,2,1427239244
44,2,1427280729
51,2,1440069505
52,2,1445015482
53,53,1040147446
54,53,1116575868
54,53,1116575868
31,53,1139935397
21,53,1399395306
44,53,1445082452
4,55,1040403618
54,55,1116577922
54,55,1116577922
56,55,1313228495
56,55,1313228521
4,55,1313229636
1,4,1040415221
22,4,1047460196
22,4,1049202277
57,4,1059134727
1,4,1061456932
4,4,1063614949
58,4,1063621359
2,4,1068123369
2,4,1068816117
4,4,1068816772
59,4,1068984980
60,4,1070159997
59,4,1070444080
4,4,1070464337
4,4,1070464355
61,4,1070813754
62,4,1070896463
61,4,1071308134
4,4,1071489092
4,4,1071489148
4,4,1071489701
4,4,1071489743
59,4,1071579258
2,4,1071697245
4,4,1071758888
63,4,1072151175
59,4,1072797444
59,4,1072797817
64,4,1073159791
4,4,1073758001
65,4,1074212955
60,4,1074306490
66,4,1074762992
66,4,1074763267
66,4,1074763400
63,4,1076246617
62,4,1079142915
43,4,1079542854
67,4,1079546744
67,4,1079546839
62,4,1080684155
68,4,1081000661
69,4,1081133498
70,4,1081183965
71,4,1081434631
62,4,1081546467
62,4,1081983438
62,4,1082154729
72,4,1082744338
25,4,1083080500
25,4,1083087802
25,4,1083104849
25,4,1083142611
73,4,1083381273
4,4,1083931059
4,4,1083932894
74,4,1084292334
67,4,1084445386
67,4,1084447996
25,4,1084461513
75,4,1084492779
4,4,1084514275
60,4,1085661557
26,4,1086257033
26,4,1086257088
4,4,1087489465
76,4,1087769794
77,4,1087888143
77,4,1087891057
77,4,1087972958
77,4,1088390900
77,4,1088393693
7,4,1089363625
7,4,1089363741
4,4,1089514074
30,4,1089800991
60,4,1090068686
4,4,1090135554
75,4,1092564667
75,4,1092565808
78,4,1093947100
30,4,1094474154
60,4,1095550053
79,4,1095590317
60,4,1095599242
27,4,1096049364
27,4,1096141098
27,4,1096159707
27,4,1096301372
78,4,1096301897
27,4,1097010145
80,4,1097491421
81,4,1097553217
7,4,1097563967
81,4,1097643932
81,4,1097644692
80,4,1097751305
9,4,1098289617
27,4,1098314922
27,4,1098342054
27,4,1098415600
4,4,1098446371
27,4,1098448566
27,4,1098846408
9,4,1098852220
9,4,1098892616
81,4,1099284566
82,4,1099740422
29,4,1101462073
29,4,1101976327
29,4,1101977927
43,4,1102002731
43,4,1102073508
43,4,1102075349
9,4,1104176117
9,4,1104177742
83,4,1105110525
83,4,1105203687
27,4,1106104814
27,4,1106104935
27,4,1106174627
27,4,1106273795
27,4,1106738045
27,4,1106739009
27,4,1106747058
27,4,1106790671
27,4,1106863607
27,4,1106868619
84,4,1107040931
27,4,1107297904
27,4,1107610969
27,4,1107959968
27,4,1108336235
27,4,1108336258
7,4,1108456224
4,4,1108490917
85,4,1108903391
66,4,1109319969
9,4,1109673177
86,4,1109685958
9,4,1109712844
9,4,1109716145
86,4,1109755586
87,4,1109975575
88,4,1110555733
80,4,1111432317
80,4,1112628412
4,4,1112686125
27,4,1112740947
7,4,1114166171
54,4,1116578510
89,4,1116648096
90,4,1117558634
8,4,1119029565
4,4,1119164118
91,4,1119789130
91,4,1119789151
92,4,1119898810
60,4,1120019489
28,4,1120030612
28,4,1120030830
28,4,1120030995
4,4,1120045578
4,4,1120045578
85,4,1120920717
80,4,1121148107
93,4,1122042897
9,4,1123143452
32,4,1123168467
94,4,1123583037
94,4,1123583515
78,4,1123666769
78,4,1123678164
95,4,1123754731
7,4,1123922821
7,4,1123922859
32,4,1124176345
32,4,1124177359
32,4,1124177540
32,4,1124179609
93,4,1124194956
