1157	1232	140	MED	ADM
1157	1191	160	MED	MED
1157	1159	500	MED	MED
1157	1159	520	MED	MED
1159	1191	560	MED	MED
1159	1191	580	MED	MED
1159	1191	600	MED	MED
1159	1191	620	MED	MED
1159	1191	680	MED	MED
1144	1159	680	MED	MED
1144	1191	700	MED	MED
1144	1191	720	MED	MED
1144	1191	740	MED	MED
1144	1191	760	MED	MED
1144	1191	780	MED	MED
1144	1191	800	MED	MED
1144	1191	820	MED	MED
1144	1191	840	MED	MED
1144	1191	860	MED	MED
1144	1191	880	MED	MED
1144	1191	900	MED	MED
1157	1159	920	MED	MED
1144	1191	920	MED	MED
1144	1159	920	MED	MED
1157	1159	940	MED	MED
1144	1159	940	MED	MED
1157	1159	960	MED	MED
1144	1159	960	MED	MED
1144	1159	980	MED	MED
1152	1191	1800	MED	MED
1152	1191	1820	MED	MED
1152	1191	1840	MED	MED
1105	1295	2260	NUR	NUR
1105	1295	2340	NUR	NUR
1157	1191	2420	MED	MED
1157	1191	2440	MED	MED
1157	1191	2480	MED	MED
1105	1295	2580	NUR	NUR
1105	1295	2620	NUR	NUR
1109	1295	2700	NUR	NUR
1105	1295	2720	NUR	NUR
1105	1114	2900	NUR	NUR
1105	1295	3200	NUR	NUR
1109	1115	3720	NUR	NUR
1109	1115	3740	NUR	NUR
1109	1295	3760	NUR	NUR
1098	1181	3980	ADM	NUR
1105	1109	4020	NUR	NUR
1105	1295	4020	NUR	NUR
1098	1164	4080	ADM	NUR
1105	1295	4160	NUR	NUR
1116	1164	4160	NUR	NUR
1164	1295	4180	NUR	NUR
1232	1295	4180	ADM	NUR
1105	1295	4180	NUR	NUR
1109	1164	4180	NUR	NUR
1116	1164	4180	NUR	NUR
1116	1295	4180	NUR	NUR
1109	1232	4200	NUR	ADM
1116	1164	4200	NUR	NUR
1109	1232	4220	NUR	ADM
1114	1295	4240	NUR	NUR
1193	1232	4240	NUR	ADM
1109	1232	4240	NUR	ADM
1116	1164	4240	NUR	NUR
1109	1193	4260	NUR	NUR
1193	1295	4260	NUR	NUR
1142	1149	4280	NUR	NUR
1109	1232	4280	NUR	ADM
1098	1114	4280	ADM	NUR
1116	1164	4280	NUR	NUR
1109	1295	4280	NUR	NUR
1193	1295	4280	NUR	NUR
1116	1193	4300	NUR	NUR
1164	1193	4300	NUR	NUR
1116	1164	4300	NUR	NUR
1193	1295	4300	NUR	NUR
1116	1193	4320	NUR	NUR
1164	1295	4320	NUR	NUR
1164	1193	4320	NUR	NUR
1105	1164	4320	NUR	NUR
1193	1295	4320	NUR	NUR
1116	1295	4320	NUR	NUR
1164	1295	4340	NUR	NUR
1114	1116	4340	NUR	NUR
1105	1179	4340	NUR	ADM
1105	1232	4360	NUR	ADM
1098	1114	4360	ADM	NUR
1179	1232	4360	ADM	ADM
1114	1116	4380	NUR	NUR
1193	1232	4380	NUR	ADM
1105	1232	4380	NUR	ADM
1098	1114	4380	ADM	NUR
1181	1232	4400	NUR	ADM
1105	1232	4400	NUR	ADM
1164	1232	4400	NUR	ADM
1098	1114	4400	ADM	NUR
1105	1164	4400	NUR	NUR
1114	1116	4420	NUR	NUR
1181	1295	4420	NUR	NUR
1098	1114	4420	ADM	NUR
1232	1295	4420	ADM	NUR
1105	1295	4420	NUR	NUR
1105	1164	4420	NUR	NUR
1098	1114	4440	ADM	NUR
1232	1295	4440	ADM	NUR
1105	1232	4460	NUR	ADM
1105	1295	4460	NUR	NUR
1105	1109	4480	NUR	NUR
1098	1193	4480	ADM	NUR
1105	1232	4480	NUR	ADM
1105	1193	4480	NUR	NUR
1105	1295	4480	NUR	NUR
1109	1193	4480	NUR	NUR
1109	1295	4480	NUR	NUR
1105	1109	4500	NUR	NUR
1105	1232	4500	NUR	ADM
1105	1193	4500	NUR	NUR
1109	1193	4500	NUR	NUR
1193	1295	4500	NUR	NUR
1116	1193	4520	NUR	NUR
1105	1193	4520	NUR	NUR
1105	1295	4520	NUR	NUR
1105	1116	4520	NUR	NUR
1193	1295	4520	NUR	NUR
1105	1109	4540	NUR	NUR
1105	1193	4540	NUR	NUR
1157	1191	4540	MED	MED
1105	1295	4540	NUR	NUR
1109	1193	4540	NUR	NUR
1193	1295	4540	NUR	NUR
1116	1193	4560	NUR	NUR
1105	1109	4560	NUR	NUR
1105	1193	4560	NUR	NUR
1157	1191	4560	MED	MED
1105	1295	4560	NUR	NUR
1105	1116	4560	NUR	NUR
1109	1295	4560	NUR	NUR
1193	1295	4560	NUR	NUR
1105	1109	4580	NUR	NUR
1157	1191	4580	MED	MED
1109	1193	4580	NUR	NUR
1109	1295	4580	NUR	NUR
1105	1232	4600	NUR	ADM
1157	1191	4600	MED	MED
1109	1149	4600	NUR	NUR
1149	1232	4620	NUR	ADM
1157	1191	4620	MED	MED
1105	1109	4640	NUR	NUR
1149	1232	4640	NUR	ADM
1157	1191	4640	MED	MED
1157	1191	4660	MED	MED
1157	1191	4680	MED	MED
1149	1232	4700	NUR	ADM
1157	1191	4700	MED	MED
1142	1149	4720	NUR	NUR
1157	1191	4720	MED	MED
1098	1114	4740	ADM	NUR
1157	1191	4740	MED	MED
1157	1191	4760	MED	MED
1114	1142	4780	NUR	NUR
1157	1191	4780	MED	MED
1157	1191	4800	MED	MED
1157	1191	4820	MED	MED
1157	1191	4840	MED	MED
1157	1191	4860	MED	MED
1142	1193	4860	NUR	NUR
1193	1295	4860	NUR	NUR
1157	1191	4880	MED	MED
1105	1114	4900	NUR	NUR
1157	1191	4900	MED	MED
1114	1193	4900	NUR	NUR
1157	1191	4920	MED	MED
1157	1191	4940	MED	MED
1157	1191	4960	MED	MED
1157	1191	4980	MED	MED
1157	1191	5000	MED	MED
1149	1232	5020	NUR	ADM
1157	1191	5020	MED	MED
1157	1191	5040	MED	MED
1157	1191	5060	MED	MED
1109	1193	5060	NUR	NUR
1157	1191	5080	MED	MED
1157	1191	5100	MED	MED
1149	1232	5120	NUR	ADM
1157	1191	5120	MED	MED
1109	1295	5120	NUR	NUR
1193	1295	5120	NUR	NUR
1157	1191	5140	MED	MED
1193	1295	5140	NUR	NUR
1149	1232	5160	NUR	ADM
1157	1191	5160	MED	MED
1149	1232	5180	NUR	ADM
1157	1191	5180	MED	MED
1157	1191	5200	MED	MED
1109	1193	5200	NUR	NUR
1157	1191	5220	MED	MED
1109	1193	5220	NUR	NUR
1157	1191	5240	MED	MED
1109	1193	5240	NUR	NUR
1157	1191	5260	MED	MED
1109	1193	5260	NUR	NUR
1157	1191	5280	MED	MED
1109	1193	5280	NUR	NUR
1098	1114	5300	ADM	NUR
1157	1191	5300	MED	MED
1109	1193	5300	NUR	NUR
1149	1232	5320	NUR	ADM
1157	1191	5320	MED	MED
1157	1191	5340	MED	MED
1157	1191	5360	MED	MED
1157	1191	5380	MED	MED
1193	1295	5380	NUR	NUR
1157	1191	5400	MED	MED
1193	1295	5400	NUR	NUR
1157	1191	5420	MED	MED
1105	1114	5440	NUR	NUR
1105	1193	5440	NUR	NUR
1157	1191	5440	MED	MED
1193	1295	5440	NUR	NUR
1157	1191	5460	MED	MED
1105	1295	5460	NUR	NUR
1105	1116	5460	NUR	NUR
1109	1295	5460	NUR	NUR
1193	1295	5460	NUR	NUR
1109	1142	5480	NUR	NUR
1157	1191	5480	MED	MED
1109	1295	5480	NUR	NUR
1193	1295	5480	NUR	NUR
1149	1232	5500	NUR	ADM
1105	1193	5500	NUR	NUR
1157	1191	5500	MED	MED
1142	1295	5520	NUR	NUR
1149	1232	5520	NUR	ADM
1157	1191	5520	MED	MED
1105	1295	5520	NUR	NUR
1149	1232	5540	NUR	ADM
1157	1191	5540	MED	MED
1142	1295	5560	NUR	NUR
1149	1232	5560	NUR	ADM
1116	1142	5560	NUR	NUR
1105	1142	5560	NUR	NUR
1157	1191	5560	MED	MED
1142	1295	5580	NUR	NUR
1157	1191	5580	MED	MED
1105	1295	5580	NUR	NUR
1157	1191	5600	MED	MED
1232	1295	5600	ADM	NUR
1109	1164	5600	NUR	NUR
1105	1116	5600	NUR	NUR
1157	1191	5620	MED	MED
1157	1191	5640	MED	MED
1232	1295	5640	ADM	NUR
1105	1164	5640	NUR	NUR
1105	1116	5640	NUR	NUR
1157	1191	5660	MED	MED
1232	1295	5660	ADM	NUR
1105	1295	5660	NUR	NUR
1157	1191	5680	MED	MED
1232	1295	5680	ADM	NUR
1157	1191	5700	MED	MED
1157	1191	5720	MED	MED
1157	1191	5740	MED	MED
1157	1191	5760	MED	MED
1157	1191	5780	MED	MED
1157	1191	5800	MED	MED
1157	1191	5820	MED	MED
1157	1191	5840	MED	MED
1157	1191	5860	MED	MED
1157	1191	5880	MED	MED
1157	1191	5900	MED	MED
1157	1191	5920	MED	MED
1157	1191	5940	MED	MED
1157	1191	5960	MED	MED
1157	1191	5980	MED	MED
1157	1191	6000	MED	MED
1157	1191	6020	MED	MED
1157	1191	6040	MED	MED
1157	1191	6060	MED	MED
1157	1191	6080	MED	MED
1157	1191	6100	MED	MED
1157	1191	6120	MED	MED
1157	1191	6140	MED	MED
1157	1191	6160	MED	MED
1152	1168	6180	MED	MED
1157	1191	6180	MED	MED
1157	1191	6200	MED	MED
1157	1191	6220	MED	MED
1152	1193	6240	MED	NUR
1157	1191	6240	MED	MED
1157	1191	6260	MED	MED
1157	1191	6280	MED	MED
1152	1168	6300	MED	MED
1157	1191	6300	MED	MED
1098	1152	6320	ADM	MED
1157	1191	6320	MED	MED
1157	1191	6340	MED	MED
1157	1191	6360	MED	MED
1114	1144	6380	NUR	MED
1157	1191	6380	MED	MED
1157	1191	6400	MED	MED
1142	1193	6400	NUR	NUR
1114	1116	6420	NUR	NUR
1157	1191	6420	MED	MED
1157	1191	6440	MED	MED
1157	1191	6460	MED	MED
1157	1191	6480	MED	MED
1157	1191	6500	MED	MED
1157	1191	6520	MED	MED
1114	1152	6540	NUR	MED
1157	1191	6540	MED	MED
1157	1191	6560	MED	MED
1157	1191	6580	MED	MED
1157	1191	6600	MED	MED
1157	1191	6620	MED	MED
1157	1191	6640	MED	MED
1157	1191	6660	MED	MED
1157	1191	6680	MED	MED
1157	1191	6700	MED	MED
1179	1196	6720	ADM	NUR
1157	1191	6720	MED	MED
1157	1191	6740	MED	MED
1157	1191	6760	MED	MED
1157	1191	6780	MED	MED
1157	1191	6800	MED	MED
1157	1191	6820	MED	MED
1157	1191	6840	MED	MED
