1 2 1
1 3 1
1 4 1
2 5 1
2 6 1
2 3 1
2 7 1
8 5 1
8 9 1
8 10 1
8 11 1
8 3 1
8 12 1
13 5 1
13 9 1
13 14 1
13 10 1
13 3 1
13 12 1
13 15 1
7 5 1
7 4 1
7 9 1
5 9 1
5 14 1
5 10 1
5 11 1
5 12 1
5 15 1
9 10 1
9 4 1
9 15 1
14 15 1
14 10 1
10 3 1
10 6 1
10 15 1
11 15 1
11 12 1
11 3 1
3 6 1
3 12 1
3 15 1
4 12 1
12 15 1
1 12 10
1 2 10
1 13 10
1 11 10
2 7 10
2 16 10
2 17 10
2 5 10
2 9 10
2 10 10
2 3 10
2 12 10
2 15 10
8 10 10
8 13 10
8 18 10
8 7 10
8 16 10
13 7 10
13 16 10
13 5 10
13 9 10
18 7 10
7 9 10
7 11 10
7 12 10
7 19 10
16 20 10
16 21 10
16 5 10
16 10 10
16 11 10
16 15 10
20 9 10
20 10 10
20 17 10
21 17 10
17 9 10
17 12 10
17 15 10
5 14 10
5 10 10
5 12 10
5 15 10
9 19 10
9 14 10
9 10 10
9 11 10
9 3 10
9 6 10
9 15 10
14 3 10
10 19 10
10 3 10
10 15 10
11 6 10
11 12 10
4 12 10
4 15 10
6 19 10
1 2 11
1 8 11
1 13 11
1 7 11
1 9 11
1 10 11
1 11 11
1 4 11
1 6 11
1 12 11
1 15 11
2 8 11
2 13 11
2 18 11
2 7 11
2 9 11
2 14 11
2 10 11
2 4 11
2 12 11
2 15 11
8 13 11
8 18 11
8 7 11
8 5 11
8 14 11
8 11 11
8 4 11
8 12 11
8 15 11
13 18 11
13 7 11
13 14 11
13 10 11
13 11 11
13 4 11
13 6 11
13 15 11
18 7 11
18 5 11
18 10 11
18 3 11
18 4 11
18 6 11
18 12 11
18 15 11
7 9 11
7 10 11
7 12 11
7 15 11
5 4 11
9 14 11
9 4 11
9 15 11
14 10 11
14 6 11
14 15 11
10 3 11
10 6 11
10 12 11
10 15 11
11 4 11
11 12 11
11 15 11
3 12 11
3 4 11
3 6 11
4 6 11
4 12 11
4 15 11
6 12 11
6 15 11
12 15 11
1 2 12
1 8 12
1 13 12
1 18 12
1 7 12
1 5 12
1 14 12
1 11 12
1 3 12
1 4 12
1 6 12
1 12 12
1 15 12
2 8 12
2 13 12
2 18 12
2 7 12
2 5 12
2 9 12
2 14 12
2 10 12
2 11 12
2 3 12
2 4 12
2 12 12
2 15 12
8 13 12
8 18 12
8 7 12
8 14 12
8 10 12
8 11 12
8 4 12
8 6 12
8 12 12
8 15 12
13 18 12
13 7 12
13 5 12
13 9 12
13 3 12
13 4 12
13 12 12
13 15 12
18 7 12
18 9 12
18 11 12
18 3 12
18 4 12
18 12 12
18 15 12
7 9 12
7 10 12
7 11 12
7 3 12
7 4 12
7 6 12
7 12 12
7 15 12
5 9 12
5 14 12
5 11 12
5 6 12
9 14 12
9 10 12
9 11 12
9 3 12
9 4 12
9 6 12
9 12 12
14 10 12
14 11 12
14 3 12
14 6 12
10 11 12
10 6 12
10 12 12
11 3 12
11 4 12
11 6 12
11 12 12
3 4 12
3 6 12
3 12 12
4 6 12
4 12 12
4 15 12
6 12 12
12 15 12
22 8 13
22 18 13
22 7 13
22 16 13
22 20 13
22 21 13
22 17 13
22 23 13
22 24 13
22 15 13
22 6 13
22 12 13
22 19 13
22 25 13
19 2 13
19 8 13
19 18 13
19 7 13
19 16 13
19 20 13
19 21 13
19 25 13
19 23 13
19 14 13
19 10 13
19 12 13
19 15 13
19 24 13
24 8 13
24 13 13
24 7 13
24 16 13
24 20 13
24 21 13
24 25 13
24 23 13
24 9 13
24 14 13
24 10 13
24 3 13
24 12 13
23 1 13
23 8 13
23 13 13
23 16 13
23 2 13
23 25 13
23 20 13
23 9 13
23 14 13
23 10 13
23 15 13
23 4 13
23 6 13
23 12 13
23 18 13
23 7 13
25 8 13
25 13 13
25 21 13
25 17 13
25 14 13
25 10 13
25 16 13
25 4 13
25 6 13
25 7 13
5 1 13
5 2 13
5 8 13
5 13 13
5 18 13
5 7 13
5 16 13
5 20 13
5 17 13
5 10 13
5 11 13
5 4 13
5 6 13
5 12 13
9 1 13
9 13 13
9 21 13
9 3 13
9 4 13
9 15 13
9 7 13
14 1 13
14 2 13
14 21 13
14 11 13
14 4 13
14 6 13
14 12 13
14 15 13
10 1 13
10 2 13
10 8 13
10 13 13
10 21 13
10 17 13
10 20 13
10 3 13
10 4 13
10 12 13
10 7 13
11 1 13
11 2 13
11 8 13
11 18 13
11 16 13
11 20 13
11 3 13
11 4 13
11 6 13
11 12 13
3 8 13
3 18 13
3 6 13
3 12 13
3 15 13
4 1 13
4 2 13
4 8 13
4 18 13
4 15 13
6 1 13
6 18 13
6 16 13
6 17 13
6 20 13
6 15 13
12 1 13
12 8 13
12 13 13
12 2 13
12 21 13
12 17 13
12 18 13
12 16 13
15 1 13
15 8 13
15 13 13
15 16 13
15 20 13
15 18 13
1 2 13
1 13 13
1 18 13
1 16 13
1 21 13
1 17 13
2 8 13
2 13 13
2 7 13
2 20 13
2 17 13
2 18 13
8 17 13
8 20 13
8 18 13
8 16 13
8 7 13
13 21 13
13 17 13
13 7 13
18 7 13
18 21 13
18 17 13
18 20 13
18 16 13
7 21 13
7 17 13
7 20 13
7 16 13
16 21 13
16 20 13
20 21 13
20 17 13
21 17 13
1 9 14
1 14 14
1 11 14
1 2 14
1 20 14
2 8 14
2 13 14
2 18 14
2 20 14
2 5 14
2 9 14
2 14 14
2 10 14
2 11 14
2 12 14
8 18 14
8 20 14
8 5 14
8 14 14
8 11 14
8 3 14
8 15 14
13 5 14
13 9 14
13 11 14
13 4 14
13 12 14
18 10 14
18 3 14
18 9 14
7 10 14
7 16 14
7 20 14
16 20 14
16 17 14
16 5 14
16 10 14
16 12 14
20 3 14
17 10 14
5 10 14
5 12 14
5 15 14
9 14 14
14 15 14
10 3 14
10 4 14
10 12 14
11 4 14
3 6 14
3 15 14
4 6 14
4 12 14
4 15 14
6 15 14
19 13 15
24 1 15
24 2 15
24 5 15
24 9 15
24 10 15
24 11 15
24 3 15
24 4 15
23 1 15
23 2 15
23 9 15
23 14 15
23 10 15
23 11 15
23 3 15
23 4 15
25 9 15
25 14 15
25 11 15
25 3 15
25 12 15
25 15 15
5 1 15
5 18 15
5 9 15
5 14 15
5 10 15
5 11 15
5 3 15
5 4 15
5 6 15
5 15 15
9 1 15
9 2 15
9 21 15
9 14 15
9 10 15
9 11 15
9 16 15
9 4 15
9 6 15
9 15 15
9 3 15
14 1 15
14 2 15
14 8 15
14 10 15
14 11 15
14 3 15
14 4 15
14 6 15
14 12 15
14 15 15
10 1 15
10 2 15
10 13 15
10 20 15
10 21 15
10 17 15
10 11 15
10 16 15
10 4 15
10 6 15
10 3 15
11 2 15
11 8 15
11 3 15
11 6 15
11 15 15
3 1 15
3 2 15
3 13 15
3 4 15
3 6 15
3 12 15
3 15 15
3 7 15
4 2 15
4 13 15
4 18 15
4 20 15
4 21 15
4 17 15
4 6 15
4 16 15
4 7 15
6 1 15
6 2 15
6 8 15
6 13 15
6 21 15
6 17 15
6 15 15
12 1 15
12 8 15
12 7 15
15 2 15
15 16 15
2 13 15
2 18 15
2 21 15
13 17 15
22 2 16
22 13 16
22 19 16
22 7 16
22 17 16
22 3 16
19 7 16
19 16 16
19 20 16
19 5 16
19 3 16
19 4 16
19 24 16
24 1 16
24 8 16
23 1 16
23 2 16
23 7 16
23 20 16
23 12 16
23 15 16
25 12 16
25 2 16
25 7 16
25 21 16
5 18 16
5 20 16
5 9 16
5 14 16
5 10 16
9 1 16
9 13 16
9 20 16
9 14 16
9 10 16
14 1 16
14 18 16
14 7 16
14 16 16
14 20 16
14 21 16
14 17 16
14 10 16
14 11 16
10 13 16
10 18 16
10 21 16
10 12 16
10 15 16
11 1 16
11 13 16
11 18 16
11 21 16
11 3 16
11 6 16
11 15 16
3 20 16
3 4 16
3 6 16
3 15 16
4 13 16
4 16 16
4 6 16
4 15 16
6 13 16
6 18 16
6 20 16
12 1 16
12 2 16
12 13 16
12 20 16
1 2 16
1 13 16
1 18 16
1 20 16
1 17 16
1 16 16
1 7 16
2 13 16
2 16 16
2 20 16
8 20 16
8 18 16
8 16 16
8 7 16
13 18 16
13 16 16
13 20 16
18 7 16
18 16 16
18 20 16
7 16 16
7 21 16
7 20 16
16 20 16
20 17 16
21 17 16
5 9 17
5 14 17
5 10 17
5 11 17
5 3 17
5 6 17
9 14 17
9 10 17
9 11 17
9 3 17
9 6 17
14 10 17
14 11 17
14 3 17
14 6 17
10 3 17
10 6 17
11 3 17
11 6 17
3 6 17
5 9 18
5 14 18
5 10 18
5 11 18
5 3 18
9 14 18
9 10 18
9 11 18
9 3 18
14 10 18
14 11 18
14 3 18
10 11 18
10 3 18
11 3 18
5 9 19
5 10 19
5 11 19
9 12 19
14 10 19
14 3 19
11 12 19
11 6 19
3 15 19
3 6 19
4 12 19
4 15 19
4 6 19
5 9 2
5 14 2
5 10 2
5 3 2
9 14 2
9 10 2
9 3 2
14 10 2
14 3 2
10 3 2
19 10 3
19 8 3
19 13 3
24 9 3
24 18 3
24 6 3
5 2 3
5 8 3
5 13 3
5 18 3
5 7 3
5 16 3
5 20 3
5 21 3
5 17 3
5 9 3
5 14 3
5 10 3
5 11 3
5 3 3
5 4 3
5 6 3
5 15 3
9 1 3
9 2 3
9 8 3
9 13 3
9 18 3
9 16 3
9 20 3
9 21 3
9 17 3
9 14 3
9 10 3
9 11 3
9 3 3
9 4 3
9 6 3
9 12 3
9 15 3
9 7 3
14 1 3
14 2 3
14 8 3
14 18 3
14 7 3
14 16 3
14 20 3
14 21 3
14 17 3
14 10 3
14 11 3
14 3 3
14 4 3
14 6 3
14 12 3
14 15 3
10 1 3
10 2 3
10 8 3
10 13 3
10 7 3
10 16 3
10 20 3
10 21 3
10 17 3
10 11 3
10 3 3
10 4 3
10 6 3
10 12 3
10 18 3
10 15 3
11 1 3
11 8 3
11 13 3
11 18 3
11 7 3
11 16 3
11 20 3
11 21 3
11 17 3
11 3 3
11 6 3
3 2 3
3 18 3
3 7 3
3 16 3
3 20 3
3 4 3
3 6 3
4 2 3
4 8 3
4 13 3
4 18 3
4 7 3
4 20 3
4 21 3
4 6 3
4 12 3
4 15 3
6 1 3
6 2 3
6 8 3
6 13 3
6 18 3
6 16 3
6 20 3
6 21 3
6 17 3
6 12 3
6 15 3
6 7 3
12 1 3
12 2 3
12 8 3
12 13 3
12 18 3
12 7 3
12 16 3
12 21 3
12 15 3
15 1 3
15 2 3
15 8 3
15 13 3
15 18 3
15 7 3
15 16 3
15 20 3
15 21 3
1 2 3
1 8 3
1 18 3
1 7 3
1 20 3
1 21 3
2 8 3
2 13 3
2 18 3
2 7 3
2 16 3
2 20 3
2 21 3
2 17 3
8 13 3
8 7 3
8 16 3
8 20 3
8 21 3
8 18 3
13 7 3
13 16 3
13 20 3
13 21 3
13 18 3
18 16 3
18 20 3
18 21 3
18 17 3
18 7 3
7 16 3
7 20 3
7 21 3
16 20 3
16 21 3
20 21 3
1 9 4
1 10 4
1 4 4
1 6 4
2 9 4
2 14 4
2 10 4
2 11 4
2 3 4
2 4 4
2 6 4
2 12 4
5 9 4
5 14 4
5 10 4
5 11 4
5 12 4
5 15 4
9 10 4
9 11 4
9 3 4
9 4 4
9 6 4
9 12 4
9 15 4
14 10 4
14 12 4
14 15 4
10 11 4
10 3 4
10 4 4
10 12 4
11 3 4
11 4 4
11 6 4
11 15 4
3 6 4
3 15 4
4 6 4
4 12 4
4 15 4
6 15 4
12 15 4
1 10 5
1 2 5
1 13 5
2 5 5
2 14 5
8 13 5
8 7 5
8 5 5
8 11 5
8 4 5
8 6 5
13 5 5
13 14 5
13 10 5
13 11 5
13 3 5
13 4 5
13 15 5
7 5 5
7 10 5
7 3 5
7 4 5
7 6 5
7 15 5
5 9 5
5 14 5
5 10 5
5 11 5
5 3 5
5 6 5
5 12 5
5 15 5
9 14 5
9 10 5
9 11 5
14 10 5
14 11 5
14 3 5
14 4 5
14 12 5
10 11 5
10 3 5
10 4 5
10 6 5
10 12 5
10 15 5
11 3 5
11 4 5
11 6 5
11 12 5
11 15 5
3 4 5
3 12 5
4 6 5
4 12 5
4 15 5
6 12 5
6 15 5
12 15 5
5 9 6
5 10 6
5 11 6
5 6 6
9 14 6
9 10 6
9 11 6
9 4 6
9 6 6
14 10 6
14 11 6
14 3 6
14 4 6
10 11 6
10 3 6
11 3 6
3 6 6
4 6 6
1 2 7
1 8 7
1 18 7
1 7 7
1 16 7
1 20 7
1 6 7
2 13 7
2 7 7
2 16 7
2 20 7
2 10 7
2 11 7
2 4 7
2 15 7
8 18 7
8 6 7
13 18 7
13 4 7
18 7 7
18 16 7
18 20 7
18 3 7
18 4 7
18 6 7
18 12 7
18 15 7
7 3 7
16 20 7
16 3 7
16 4 7
20 17 7
20 10 7
20 4 7
20 6 7
20 15 7
17 5 7
17 9 7
17 14 7
17 11 7
17 3 7
5 10 7
5 11 7
5 9 7
9 10 7
9 11 7
10 11 7
3 4 7
4 12 7
1 2 8
1 7 8
1 16 8
1 20 8
1 9 8
1 14 8
1 10 8
1 3 8
1 4 8
1 6 8
1 12 8
1 15 8
2 8 8
2 13 8
2 18 8
2 7 8
2 17 8
2 5 8
2 9 8
2 14 8
2 11 8
2 3 8
2 4 8
2 12 8
2 15 8
8 13 8
8 18 8
8 7 8
8 16 8
8 9 8
8 11 8
8 4 8
8 12 8
8 15 8
13 7 8
13 20 8
13 17 8
13 4 8
13 12 8
18 16 8
18 20 8
18 9 8
18 11 8
18 4 8
18 6 8
18 12 8
18 15 8
7 16 8
7 20 8
7 9 8
7 10 8
7 11 8
7 6 8
7 12 8
7 15 8
16 20 8
16 17 8
16 5 8
16 9 8
16 14 8
16 10 8
16 11 8
16 3 8
16 4 8
16 6 8
16 12 8
20 17 8
20 9 8
20 14 8
20 10 8
20 11 8
20 3 8
20 4 8
20 6 8
20 12 8
20 15 8
17 9 8
17 14 8
17 10 8
17 11 8
5 9 8
5 14 8
5 10 8
5 4 8
5 6 8
5 12 8
5 15 8
9 10 8
9 11 8
9 3 8
9 4 8
9 6 8
9 12 8
9 15 8
14 3 8
14 4 8
14 12 8
14 15 8
10 11 8
10 4 8
10 6 8
10 12 8
10 15 8
11 3 8
11 4 8
11 6 8
11 12 8
11 15 8
3 6 8
3 12 8
3 15 8
4 12 8
4 15 8
12 15 8
1 2 9
1 13 9
1 18 9
1 7 9
1 20 9
1 17 9
1 5 9
1 9 9
1 14 9
1 10 9
1 3 9
1 6 9
1 12 9
2 8 9
2 13 9
2 18 9
2 7 9
2 20 9
2 5 9
2 9 9
2 14 9
2 10 9
2 11 9
2 3 9
2 6 9
2 12 9
2 15 9
8 13 9
8 18 9
8 7 9
8 5 9
8 9 9
8 14 9
8 10 9
8 11 9
8 3 9
8 4 9
8 6 9
8 12 9
8 15 9
13 18 9
13 20 9
13 17 9
13 14 9
13 10 9
13 11 9
13 4 9
13 6 9
13 12 9
13 15 9
18 7 9
18 16 9
18 20 9
18 17 9
18 14 9
18 10 9
18 11 9
18 4 9
18 6 9
18 12 9
18 15 9
7 20 9
7 17 9
7 5 9
7 9 9
7 14 9
7 10 9
7 11 9
7 3 9
7 4 9
7 6 9
7 12 9
7 15 9
16 15 9
16 6 9
16 4 9
16 20 9
20 17 9
20 14 9
20 11 9
20 4 9
20 12 9
20 15 9
17 14 9
17 4 9
17 6 9
5 9 9
5 14 9
5 10 9
5 11 9
5 3 9
5 6 9
5 12 9
5 15 9
9 14 9
9 10 9
9 11 9
9 3 9
9 4 9
9 6 9
9 12 9
9 15 9
14 10 9
14 11 9
14 3 9
14 4 9
14 6 9
14 12 9
14 15 9
10 11 9
10 3 9
10 4 9
10 6 9
10 12 9
11 3 9
11 4 9
11 6 9
