1,2,1058995253
1,2,1059081000
1,2,1059090041
3,2,1060537865
1,2,1072915011
2,1,1059075038
2,1,1059085257
3,1,1059601562
4,1,1069357451
3,1,1071598660
3,1,1072912055
3,1,1073929844
3,1,1075140176
3,1,1076368041
3,1,1076447395
3,1,1076869086
3,1,1076869255
3,1,1077229657
4,1,1078931894
4,1,1080412052
1,1,1080415434
4,1,1080491468
3,1,1081973918
3,1,1082487181
1,1,1082495051
2,1,1082558954
1,1,1087037851
1,1,1087037943
1,1,1087037991
3,1,1087063566
1,1,1087084491
5,1,1087848834
6,1,1089162993
7,1,1089792944
8,1,1090919508
9,1,1094461782
10,1,1102679158
10,1,1102679158
10,1,1102679158
10,1,1102679158
10,1,1102679158
3,1,1102980519
6,1,1105244234
1,1,1105280452
6,1,1105335935
1,1,1105365325
6,1,1105535999
11,1,1107049415
6,1,1107269109
6,1,1108876077
1,1,1108986134
6,1,1108989699
6,1,1108996590
1,1,1109014759
6,1,1109117487
6,1,1109390521
6,1,1109390567
11,1,1110494861
6,1,1110718277
1,1,1110925916
3,1,1112204602
3,1,1112205629
12,1,1112228797
1,1,1112233119
6,1,1112271393
3,1,1112301157
3,1,1112304600
11,1,1113215154
3,1,1113932162
11,1,1114118166
11,1,1114118398
11,1,1114557172
1,1,1114612423
1,1,1116291004
3,1,1121894660
13,1,1121981285
1,1,1121984695
14,1,1122117664
1,1,1122119135
3,1,1122402021
1,1,1122403367
13,1,1122657924
13,1,1122658064
3,1,1122676187
3,1,1122677035
13,1,1122763327
3,1,1122915778
3,1,1123010100
13,1,1123021974
1,1,1123064328
3,1,1123177284
3,1,1123364133
3,1,1123364174
3,1,1123365432
13,1,1123377132
15,1,1123457623
16,1,1123628234
3,1,1123693547
1,1,1123709468
16,1,1123824486
16,1,1123861389
13,1,1124503534
16,1,1124514277
3,1,1124640708
1,1,1124642895
1,1,1124885692
13,1,1125324973
3,1,1125592920
17,1,1130346797
17,1,1130404090
17,1,1130507032
17,1,1131215936
18,1,1136683048
16,1,1136685218
11,1,1147280523
11,1,1147488431
19,1,1151450969
3,1,1152273445
20,1,1158011123
20,1,1158530107
20,1,1161521678
21,1,1168654259
21,1,1168654286
3,1,1172250857
22,1,1173505217
4,1,1173586186
22,1,1174179432
22,1,1174179521
22,1,1174179671
23,1,1174192807
24,1,1174401020
25,1,1174402861
1,1,1174517360
26,1,1175264532
25,1,1175269307
25,1,1176843131
27,1,1178453248
1,1,1178553706
3,1,1178553933
28,1,1178986199
28,1,1178986367
4,1,1178993177
4,1,1178993222
29,1,1179673728
29,1,1179673752
3,1,1179674276
3,1,1179674506
4,1,1179864341
20,1,1209906627
4,1,1210591572
30,1,1228172621
31,1,1238558292
32,1,1238558822
25,1,1262555330
25,1,1262555344
33,1,1298404989
34,1,1313304520
33,1,1329367735
17,1,1347332323
33,1,1363152308
35,1,1434338855
3,3,1059513584
1,3,1059516004
1,3,1071537086
1,3,1072914867
1,3,1073761269
1,3,1075139912
1,3,1076336396
1,3,1076372282
1,3,1076963924
1,3,1077224605
1,3,1077235474
16,3,1081451597
16,3,1081451636
1,3,1081976527
1,3,1081976940
1,3,1082420912
1,3,1087084607
16,3,1087099664
16,3,1092600735
1,3,1092608127
3,3,1092689841
6,3,1093995440
3,3,1094146385
6,3,1094166533
36,3,1096068298
37,3,1102620619
1,3,1103029981
1,3,1112204437
1,3,1112204731
1,3,1112205820
6,3,1112271269
1,3,1112283639
1,3,1112304106
1,3,1112304478
1,3,1112304886
1,3,1113946951
38,3,1116191315
13,3,1122072131
38,3,1122330872
1,3,1122403466
13,3,1122837012
1,3,1122910139
13,3,1122928009
13,3,1122928307
13,3,1123023675
20,3,1123107253
13,3,1123353862
15,3,1123356421
39,3,1123499147
40,3,1123571497
41,3,1123571713
40,3,1123571789
41,3,1123571911
42,3,1123572061
13,3,1123608701
13,3,1123713408
13,3,1124586016
43,3,1124612973
13,3,1124651672
44,3,1132914983
45,3,1136420108
45,3,1136420131
45,3,1136420243
46,3,1137896297
46,3,1137896538
47,3,1142166458
48,3,1143249129
49,3,1146685340
49,3,1146685378
46,3,1149296031
13,3,1149619970
13,3,1149620054
50,3,1153647168
20,3,1154462376
51,3,1154723945
51,3,1154817166
51,3,1154887816
25,3,1155684053
51,3,1156001196
25,3,1156439536
25,3,1156877172
52,3,1157959503
20,3,1158011154
17,3,1158348716
20,3,1158529221
20,3,1158614400
20,3,1158614644
4,3,1158762297
25,3,1158876919
20,3,1159566849
20,3,1159631943
17,3,1160313068
20,3,1160329854
17,3,1160331407
25,3,1161379217
25,3,1161382830
20,3,1161439110
1,3,1161520997
23,3,1161521339
20,3,1161522459
17,3,1161536899
17,3,1161543229
53,3,1161846597
25,3,1161964505
25,3,1161964705
20,3,1161978728
20,3,1162071074
23,3,1162890532
4,3,1162986932
25,3,1163007347
25,3,1163013157
53,3,1164756659
25,3,1164813416
25,3,1164813878
51,3,1166138031
54,3,1168039444
55,3,1169416404
25,3,1169653323
25,3,1169661948
25,3,1169666134
16,3,1169819294
16,3,1169861482
25,3,1169931605
56,3,1170184333
25,3,1170702115
16,3,1172241077
23,3,1174193281
23,3,1174193368
57,3,1174323963
25,3,1174324715
25,3,1174403184
25,3,1174403291
4,3,1174767574
25,3,1174852231
4,3,1174852990
4,3,1174853041
4,3,1174927556
20,3,1175885478
20,3,1176498660
58,3,1176759759
25,3,1176842991
25,3,1176845622
58,3,1176921486
56,3,1177246741
56,3,1177277830
